Date,CA,CAQF,CAName,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20201209,S12000019,"",Midlothian,74507,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000020,"",Moray,79675,"",Dose 1,"",3,"",0.003765297,"",4,"",0.005020395,""
20201209,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000021,"",North Ayrshire,112272,"",Dose 1,"",125,"",0.111336754,"",174,"",0.154980761,""
20201209,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000023,"",Orkney Islands,18688,"",Dose 1,"",50,"",0.26755137,"",50,"",0.26755137,""
20201209,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000026,"",Scottish Borders,96487,"",Dose 1,"",100,"",0.103640905,"",154,"",0.159606994,""
20201209,S12000026,"",Scottish Borders,96487,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000028,"",South Ayrshire,95002,"",Dose 1,"",94,"",0.098945285,"",114,"",0.119997474,""
20201209,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",76,"",0.02869213,"",106,"",0.04001797,""
20201209,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000030,"",Stirling,78793,"",Dose 1,"",205,"",0.260175396,"",382,"",0.484814641,""
20201209,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000033,"",Aberdeen City,193247,"",Dose 1,"",4,"",0.00206989,"",16,"",0.008279559,""
20201209,S12000033,"",Aberdeen City,193247,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",1,"",0.000471,"",19,"",0.00895407,""
20201209,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",2,"",0.002741078,"",3,"",0.004111617,""
20201209,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",908,"",0.20365,"",1298,"",0.291120815,""
20201209,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000038,"",Renfrewshire,148833,"",Dose 1,"",37,"",0.024860078,"",49,"",0.032922806,""
20201209,S12000038,"",Renfrewshire,148833,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",8,"",0.010916584,"",17,"",0.02319774,""
20201209,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000040,"",West Lothian,147606,"",Dose 1,"",308,"",0.208663604,"",459,"",0.310962969,""
20201209,S12000040,"",West Lothian,147606,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000041,"",Angus,97055,"",Dose 1,"",31,"",0.031940652,"",46,"",0.047395807,""
20201209,S12000041,"",Angus,97055,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000042,"",Dundee City,125276,"",Dose 1,"",84,"",0.067051949,"",101,"",0.080621987,""
20201209,S12000042,"",Dundee City,125276,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",45,"",0.050424688,"",69,"",0.077317855,""
20201209,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000047,"",Fife,308998,"",Dose 1,"",256,"",0.082848433,"",336,"",0.108738568,""
20201209,S12000047,"",Fife,308998,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",54,"",0.04234331,"",82,"",0.064299101,""
20201209,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000049,"",Glasgow City,532454,"",Dose 1,"",149,"",0.027983638,"",213,"",0.040003456,""
20201209,S12000049,"",Glasgow City,532454,"",Dose 2,"",0,"",0,"",0,"",0,""
20201209,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",80,"",0.028721808,"",114,"",0.040928576,""
20201209,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,"",:,Unknown,"",z,Dose 1,"",7,"","",z,18,"","",z
20201210,"",:,Unknown,"",z,Dose 2,"",0,"","",z,0,"","",z
20201210,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",120,"",0.281729821,"",284,"",0.666760577,""
20201210,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",71,"",0.056521012,"",172,"",0.136924142,""
20201210,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000008,"",East Ayrshire,100957,"",Dose 1,"",188,"",0.186217895,"",366,"",0.362530582,""
20201210,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000010,"",East Lothian,87390,"",Dose 1,"",137,"",0.156768509,"",413,"",0.472594118,""
20201210,S12000010,"",East Lothian,87390,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",57,"",0.074995066,"",105,"",0.138148806,""
20201210,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",15,"",0.06676756,"",15,"",0.06676756,""
20201210,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000014,"",Falkirk,132778,"",Dose 1,"",459,"",0.345689798,"",1124,"",0.84652578,""
20201210,S12000014,"",Falkirk,132778,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000017,"",Highland,196794,"",Dose 1,"",42,"",0.021342114,"",101,"",0.051322703,""
20201210,S12000017,"",Highland,196794,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000018,"",Inverclyde,65197,"",Dose 1,"",24,"",0.03681151,"",43,"",0.065953955,""
20201210,S12000018,"",Inverclyde,65197,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000019,"",Midlothian,74507,"",Dose 1,"",242,"",0.324801696,"",559,"",0.750265076,""
20201210,S12000019,"",Midlothian,74507,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000020,"",Moray,79675,"",Dose 1,"",3,"",0.003765297,"",7,"",0.008785692,""
20201210,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000021,"",North Ayrshire,112272,"",Dose 1,"",159,"",0.141620351,"",333,"",0.296601112,""
20201210,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000023,"",Orkney Islands,18688,"",Dose 1,"",78,"",0.417380137,"",128,"",0.684931507,""
20201210,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000026,"",Scottish Borders,96487,"",Dose 1,"",58,"",0.060111725,"",212,"",0.219718719,""
20201210,S12000026,"",Scottish Borders,96487,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000028,"",South Ayrshire,95002,"",Dose 1,"",129,"",0.135786615,"",243,"",0.255784089,""
20201210,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",108,"",0.040773026,"",214,"",0.080790997,""
20201210,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000030,"",Stirling,78793,"",Dose 1,"",220,"",0.27921262,"",602,"",0.764027261,""
20201210,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000033,"",Aberdeen City,193247,"",Dose 1,"",84,"",0.043467686,"",100,"",0.051747246,""
20201210,S12000033,"",Aberdeen City,193247,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",39,"",0.018379408,"",58,"",0.027333478,""
20201210,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",5,"",0.006852694,"",8,"",0.010964311,""
20201210,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",835,"",0.187277258,"",2133,"",0.478398073,""
20201210,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000038,"",Renfrewshire,148833,"",Dose 1,"",150,"",0.1007841,"",199,"",0.133706906,""
20201210,S12000038,"",Renfrewshire,148833,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",56,"",0.076416086,"",73,"",0.099613826,""
20201210,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000040,"",West Lothian,147606,"",Dose 1,"",325,"",0.220180751,"",784,"",0.53114372,""
20201210,S12000040,"",West Lothian,147606,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000041,"",Angus,97055,"",Dose 1,"",78,"",0.080366802,"",124,"",0.127762609,""
20201210,S12000041,"",Angus,97055,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000042,"",Dundee City,125276,"",Dose 1,"",198,"",0.158051023,"",299,"",0.23867301,""
20201210,S12000042,"",Dundee City,125276,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",70,"",0.078438403,"",139,"",0.155756258,""
20201210,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000047,"",Fife,308998,"",Dose 1,"",376,"",0.121683635,"",712,"",0.230422203,""
20201210,S12000047,"",Fife,308998,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",105,"",0.082334214,"",187,"",0.146633315,""
20201210,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000049,"",Glasgow City,532454,"",Dose 1,"",344,"",0.06460652,"",557,"",0.104609976,""
20201210,S12000049,"",Glasgow City,532454,"",Dose 2,"",0,"",0,"",0,"",0,""
20201210,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",112,"",0.040210531,"",226,"",0.081139107,""
20201210,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,"",:,Unknown,"",z,Dose 1,"",8,"","",z,26,"","",z
20201211,"",:,Unknown,"",z,Dose 2,"",0,"","",z,0,"","",z
20201211,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",43,"",0.100953186,"",327,"",0.767713763,""
20201211,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",78,"",0.062093506,"",250,"",0.199017649,""
20201211,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000008,"",East Ayrshire,100957,"",Dose 1,"",217,"",0.214942996,"",583,"",0.577473578,""
20201211,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000010,"",East Lothian,87390,"",Dose 1,"",108,"",0.123583934,"",521,"",0.596178052,""
20201211,S12000010,"",East Lothian,87390,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",105,"",0.138148806,"",210,"",0.276297612,""
20201211,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",45,"",0.20030268,"",60,"",0.267070239,""
20201211,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000014,"",Falkirk,132778,"",Dose 1,"",140,"",0.105439154,"",1264,"",0.951964934,""
20201211,S12000014,"",Falkirk,132778,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000017,"",Highland,196794,"",Dose 1,"",123,"",0.062501906,"",224,"",0.113824608,""
20201211,S12000017,"",Highland,196794,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000018,"",Inverclyde,65197,"",Dose 1,"",26,"",0.039879136,"",69,"",0.10583309,""
20201211,S12000018,"",Inverclyde,65197,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000019,"",Midlothian,74507,"",Dose 1,"",221,"",0.296616425,"",780,"",1.046881501,""
20201211,S12000019,"",Midlothian,74507,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000020,"",Moray,79675,"",Dose 1,"",1,"",0.001255099,"",8,"",0.010040791,""
20201211,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000021,"",North Ayrshire,112272,"",Dose 1,"",188,"",0.167450477,"",521,"",0.464051589,""
20201211,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000023,"",Orkney Islands,18688,"",Dose 1,"",54,"",0.288955479,"",182,"",0.973886986,""
20201211,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000026,"",Scottish Borders,96487,"",Dose 1,"",98,"",0.101568087,"",310,"",0.321286805,""
20201211,S12000026,"",Scottish Borders,96487,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000027,"",Shetland Islands,18722,"",Dose 1,"",11,"",0.058754407,"",11,"",0.058754407,""
20201211,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000028,"",South Ayrshire,95002,"",Dose 1,"",222,"",0.233679291,"",465,"",0.48946338,""
20201211,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",283,"",0.10684043,"",497,"",0.187631427,""
20201211,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000030,"",Stirling,78793,"",Dose 1,"",73,"",0.092647824,"",675,"",0.856675085,""
20201211,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000033,"",Aberdeen City,193247,"",Dose 1,"",125,"",0.064684057,"",225,"",0.116431303,""
20201211,S12000033,"",Aberdeen City,193247,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",62,"",0.029218545,"",120,"",0.056552023,""
20201211,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",75,"",0.102790417,"",83,"",0.113754728,""
20201211,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",783,"",0.175614482,"",2916,"",0.654012555,""
20201211,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000038,"",Renfrewshire,148833,"",Dose 1,"",150,"",0.1007841,"",349,"",0.234491007,""
20201211,S12000038,"",Renfrewshire,148833,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",60,"",0.081874377,"",133,"",0.181488203,""
20201211,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000040,"",West Lothian,147606,"",Dose 1,"",323,"",0.218825793,"",1107,"",0.749969513,""
20201211,S12000040,"",West Lothian,147606,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000041,"",Angus,97055,"",Dose 1,"",87,"",0.089639895,"",211,"",0.217402504,""
20201211,S12000041,"",Angus,97055,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000042,"",Dundee City,125276,"",Dose 1,"",216,"",0.172419298,"",515,"",0.411092308,""
20201211,S12000042,"",Dundee City,125276,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",66,"",0.073956209,"",205,"",0.229712467,""
20201211,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000047,"",Fife,308998,"",Dose 1,"",448,"",0.144984757,"",1160,"",0.375406961,""
20201211,S12000047,"",Fife,308998,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",101,"",0.079197673,"",288,"",0.225830987,""
20201211,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000049,"",Glasgow City,532454,"",Dose 1,"",401,"",0.07531167,"",958,"",0.179921646,""
20201211,S12000049,"",Glasgow City,532454,"",Dose 2,"",0,"",0,"",0,"",0,""
20201211,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",310,"",0.111297005,"",536,"",0.192436112,""
20201211,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,"",:,Unknown,"",z,Dose 1,"",2,"","",z,28,"","",z
20201212,"",:,Unknown,"",z,Dose 2,"",0,"","",z,0,"","",z
20201212,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",31,"",0.072780204,"",358,"",0.840493966,""
20201212,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",0,"",0,"",250,"",0.199017649,""
20201212,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000008,"",East Ayrshire,100957,"",Dose 1,"",89,"",0.088156344,"",672,"",0.665629922,""
20201212,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000010,"",East Lothian,87390,"",Dose 1,"",16,"",0.018308731,"",537,"",0.614486783,""
20201212,S12000010,"",East Lothian,87390,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",75,"",0.098677719,"",285,"",0.374975331,""
20201212,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",65,"",0.289326093,"",125,"",0.556396332,""
20201212,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000014,"",Falkirk,132778,"",Dose 1,"",90,"",0.067782313,"",1354,"",1.019747247,""
20201212,S12000014,"",Falkirk,132778,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000017,"",Highland,196794,"",Dose 1,"",0,"",0,"",224,"",0.113824608,""
20201212,S12000017,"",Highland,196794,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000018,"",Inverclyde,65197,"",Dose 1,"",23,"",0.035277697,"",92,"",0.141110787,""
20201212,S12000018,"",Inverclyde,65197,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000019,"",Midlothian,74507,"",Dose 1,"",25,"",0.033553894,"",805,"",1.080435395,""
20201212,S12000019,"",Midlothian,74507,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000020,"",Moray,79675,"",Dose 1,"",0,"",0,"",8,"",0.010040791,""
20201212,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000021,"",North Ayrshire,112272,"",Dose 1,"",27,"",0.024048739,"",548,"",0.488100328,""
20201212,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000023,"",Orkney Islands,18688,"",Dose 1,"",0,"",0,"",182,"",0.973886986,""
20201212,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000026,"",Scottish Borders,96487,"",Dose 1,"",9,"",0.009327681,"",319,"",0.330614487,""
20201212,S12000026,"",Scottish Borders,96487,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000027,"",Shetland Islands,18722,"",Dose 1,"",0,"",0,"",11,"",0.058754407,""
20201212,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000028,"",South Ayrshire,95002,"",Dose 1,"",92,"",0.096840067,"",557,"",0.586303446,""
20201212,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",0,"",0,""
20201212,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",54,"",0.020386513,"",551,"",0.20801794,""
20201212,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",0,"",0,"",0,"",0,""
