Date,CA,CAQF,CAName,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210120,S12000020,"",Moray,79675,"",Dose 1,"",419,"",0.525886414,"",6429,"",8.069030436,""
20210120,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",9,"",0.01129589,""
20210120,S12000021,"",North Ayrshire,112272,"",Dose 1,"",610,"",0.543323358,"",7226,"",6.436155052,""
20210120,S12000021,"",North Ayrshire,112272,"",Dose 2,"",2,"",0.001781388,"",30,"",0.026720821,""
20210120,S12000023,"",Orkney Islands,18688,"",Dose 1,"",113,"",0.604666096,"",1954,"",10.45590753,""
20210120,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210120,S12000026,"",Scottish Borders,96487,"",Dose 1,"",554,"",0.574170614,"",9174,"",9.508016624,""
20210120,S12000026,"",Scottish Borders,96487,"",Dose 2,"",5,"",0.005182045,"",51,"",0.052856862,""
20210120,S12000027,"",Shetland Islands,18722,"",Dose 1,"",256,"",1.36737528,"",1637,"",8.743723961,""
20210120,S12000027,"",Shetland Islands,18722,"",Dose 2,"",1,"",0.00534131,"",4,"",0.021365239,""
20210120,S12000028,"",South Ayrshire,95002,"",Dose 1,"",606,"",0.637881308,"",7591,"",7.990358098,""
20210120,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",6,"",0.006315657,""
20210120,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",1642,"",0.619901012,"",19625,"",7.408987432,""
20210120,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",11,"",0.004152808,"",133,"",0.050211227,""
20210120,S12000030,"",Stirling,78793,"",Dose 1,"",817,"",1.03689414,"",6103,"",7.74561192,""
20210120,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",26,"",0.032997855,""
20210120,S12000033,"",Aberdeen City,193247,"",Dose 1,"",717,"",0.371027752,"",14303,"",7.40140856,""
20210120,S12000033,"",Aberdeen City,193247,"",Dose 2,"",16,"",0.008279559,"",181,"",0.093662515,""
20210120,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",1510,"",0.711612958,"",16730,"",7.884294561,""
20210120,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",27,"",0.012724205,"",250,"",0.117816715,""
20210120,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",561,"",0.768872321,"",6266,"",8.587796722,""
20210120,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",9,"",0.01233485,"",55,"",0.075379639,""
20210120,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1717,"",0.38509587,"",25618,"",5.745711127,""
20210120,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",101,"",0.022652698,"",1266,"",0.283943723,""
20210120,S12000038,"",Renfrewshire,148833,"",Dose 1,"",610,"",0.409855341,"",12693,"",8.528350567,""
20210120,S12000038,"",Renfrewshire,148833,"",Dose 2,"",12,"",0.008062728,"",208,"",0.139753952,""
20210120,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",834,"",1.138053846,"",6123,"",8.355280215,""
20210120,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",1,"",0.001364573,"",298,"",0.406642741,""
20210120,S12000040,"",West Lothian,147606,"",Dose 1,"",590,"",0.399712749,"",8423,"",5.706407599,""
20210120,S12000040,"",West Lothian,147606,"",Dose 2,"",16,"",0.010839668,"",383,"",0.259474547,""
20210120,S12000041,"",Angus,97055,"",Dose 1,"",521,"",0.536809026,"",8444,"",8.700221524,""
20210120,S12000041,"",Angus,97055,"",Dose 2,"",1,"",0.001030344,"",16,"",0.016485498,""
20210120,S12000042,"",Dundee City,125276,"",Dose 1,"",847,"",0.676107155,"",11360,"",9.067977905,""
20210120,S12000042,"",Dundee City,125276,"",Dose 2,"",2,"",0.001596475,"",22,"",0.017561225,""
20210120,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",218,"",0.244279599,"",7725,"",8.656238094,""
20210120,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",1,"",0.001120549,"",151,"",0.169202842,""
20210120,S12000047,"",Fife,308998,"",Dose 1,"",1381,"",0.446928459,"",22376,"",7.241470819,""
20210120,S12000047,"",Fife,308998,"",Dose 2,"",8,"",0.002589014,"",100,"",0.032362669,""
20210120,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",723,"",0.566929875,"",11579,"",9.079503485,""
20210120,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",7,"",0.005488948,"",38,"",0.029797144,""
20210120,S12000049,"",Glasgow City,532454,"",Dose 1,"",2181,"",0.409612849,"",33532,"",6.297633223,""
20210120,S12000049,"",Glasgow City,532454,"",Dose 2,"",24,"",0.004507432,"",437,"",0.082072818,""
20210120,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1347,"",0.483603438,"",18164,"",6.52128645,""
20210120,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",5,"",0.001795113,"",142,"",0.050981209,""
20210121,"",:,Unknown,"",z,Dose 1,"",51,"","",z,851,"","",z
20210121,"",:,Unknown,"",z,Dose 2,"",0,"","",z,8,"","",z
20210121,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",295,"",0.69258581,"",3871,"",9.088134479,""
20210121,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",3,"",0.007043246,""
20210121,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",1499,"",1.193309823,"",13417,"",10.68087918,""
20210121,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",5,"",0.003980353,"",42,"",0.033434965,""
20210121,S12000008,"",East Ayrshire,100957,"",Dose 1,"",606,"",0.600255554,"",7925,"",7.84987668,""
20210121,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",27,"",0.026744059,""
20210121,S12000010,"",East Lothian,87390,"",Dose 1,"",332,"",0.379906168,"",7199,"",8.237784644,""
20210121,S12000010,"",East Lothian,87390,"",Dose 2,"",12,"",0.013731548,"",356,"",0.407369264,""
20210121,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",215,"",0.282876127,"",6549,"",8.616538386,""
20210121,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",1,"",0.001315703,"",74,"",0.097362016,""
20210121,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",463,"",2.060892015,"",3311,"",14.73782605,""
20210121,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",1,"",0.004451171,"",3,"",0.013353512,""
20210121,S12000014,"",Falkirk,132778,"",Dose 1,"",548,"",0.412718975,"",10425,"",7.851451295,""
20210121,S12000014,"",Falkirk,132778,"",Dose 2,"",4,"",0.003012547,"",75,"",0.056485261,""
20210121,S12000017,"",Highland,196794,"",Dose 1,"",1518,"",0.771364981,"",19962,"",10.14360194,""
20210121,S12000017,"",Highland,196794,"",Dose 2,"",25,"",0.012703639,"",86,"",0.043700519,""
20210121,S12000018,"",Inverclyde,65197,"",Dose 1,"",624,"",0.957099253,"",6768,"",10.38084574,""
20210121,S12000018,"",Inverclyde,65197,"",Dose 2,"",5,"",0.007669065,"",106,"",0.162584168,""
20210121,S12000019,"",Midlothian,74507,"",Dose 1,"",608,"",0.816030709,"",6847,"",9.189740561,""
20210121,S12000019,"",Midlothian,74507,"",Dose 2,"",10,"",0.013421558,"",421,"",0.565047579,""
20210121,S12000020,"",Moray,79675,"",Dose 1,"",259,"",0.325070599,"",6688,"",8.394101035,""
20210121,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",9,"",0.01129589,""
20210121,S12000021,"",North Ayrshire,112272,"",Dose 1,"",507,"",0.451581873,"",7733,"",6.887736925,""
20210121,S12000021,"",North Ayrshire,112272,"",Dose 2,"",2,"",0.001781388,"",32,"",0.028502209,""
20210121,S12000023,"",Orkney Islands,18688,"",Dose 1,"",144,"",0.770547945,"",2098,"",11.22645548,""
20210121,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210121,S12000026,"",Scottish Borders,96487,"",Dose 1,"",381,"",0.394871848,"",9555,"",9.902888472,""
20210121,S12000026,"",Scottish Borders,96487,"",Dose 2,"",4,"",0.004145636,"",55,"",0.057002498,""
20210121,S12000027,"",Shetland Islands,18722,"",Dose 1,"",186,"",0.993483602,"",1823,"",9.737207563,""
20210121,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",4,"",0.021365239,""
20210121,S12000028,"",South Ayrshire,95002,"",Dose 1,"",591,"",0.622092166,"",8182,"",8.612450264,""
20210121,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",6,"",0.006315657,""
20210121,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",1142,"",0.431137001,"",20767,"",7.840124433,""
20210121,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",6,"",0.002265168,"",139,"",0.052476395,""
20210121,S12000030,"",Stirling,78793,"",Dose 1,"",558,"",0.708184737,"",6661,"",8.453796657,""
20210121,S12000030,"",Stirling,78793,"",Dose 2,"",2,"",0.002538297,"",28,"",0.035536152,""
20210121,S12000033,"",Aberdeen City,193247,"",Dose 1,"",944,"",0.488494,"",15247,"",7.88990256,""
20210121,S12000033,"",Aberdeen City,193247,"",Dose 2,"",15,"",0.007762087,"",196,"",0.101424602,""
20210121,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",1236,"",0.582485838,"",17966,"",8.466780399,""
20210121,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",45,"",0.021207009,"",295,"",0.139023724,""
20210121,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",725,"",0.9936407,"",6991,"",9.581437421,""
20210121,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",8,"",0.010964311,"",63,"",0.08634395,""
20210121,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1712,"",0.38397445,"",27330,"",6.129685576,""
20210121,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",53,"",0.011887059,"",1319,"",0.295830782,""
20210121,S12000038,"",Renfrewshire,148833,"",Dose 1,"",625,"",0.419933751,"",13318,"",8.948284319,""
20210121,S12000038,"",Renfrewshire,148833,"",Dose 2,"",1,"",0.000672,"",209,"",0.140425846,""
20210121,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",552,"",0.753244272,"",6675,"",9.108524487,""
20210121,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",2,"",0.002729146,"",300,"",0.409371887,""
20210121,S12000040,"",West Lothian,147606,"",Dose 1,"",521,"",0.352966682,"",8944,"",6.05937428,""
20210121,S12000040,"",West Lothian,147606,"",Dose 2,"",2,"",0.001354958,"",385,"",0.260829506,""
20210121,S12000041,"",Angus,97055,"",Dose 1,"",564,"",0.581113801,"",9008,"",9.281335325,""
20210121,S12000041,"",Angus,97055,"",Dose 2,"",1,"",0.001030344,"",17,"",0.017515842,""
20210121,S12000042,"",Dundee City,125276,"",Dose 1,"",848,"",0.676905393,"",12208,"",9.744883298,""
20210121,S12000042,"",Dundee City,125276,"",Dose 2,"",2,"",0.001596475,"",24,"",0.0191577,""
20210121,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",174,"",0.19497546,"",7899,"",8.851213554,""
20210121,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",0,"",0,"",151,"",0.169202842,""
20210121,S12000047,"",Fife,308998,"",Dose 1,"",1647,"",0.533013159,"",24023,"",7.774483977,""
20210121,S12000047,"",Fife,308998,"",Dose 2,"",6,"",0.00194176,"",106,"",0.034304429,""
20210121,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",645,"",0.505767316,"",12224,"",9.585270801,""
20210121,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",8,"",0.006273083,"",46,"",0.036070227,""
20210121,S12000049,"",Glasgow City,532454,"",Dose 1,"",1914,"",0.359467672,"",35446,"",6.657100895,""
20210121,S12000049,"",Glasgow City,532454,"",Dose 2,"",36,"",0.006761147,"",473,"",0.088833965,""
20210121,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1456,"",0.522736901,"",19620,"",7.044023351,""
20210121,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",4,"",0.00143609,"",146,"",0.052417299,""
20210122,"",:,Unknown,"",z,Dose 1,"",47,"","",z,898,"","",z
20210122,"",:,Unknown,"",z,Dose 2,"",1,"","",z,9,"","",z
20210122,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",191,"",0.448419965,"",4062,"",9.536554444,""
20210122,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",1,"",0.002347749,"",4,"",0.009390994,""
20210122,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",1260,"",1.00304895,"",14677,"",11.68392813,""
20210122,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",9,"",0.007164635,"",51,"",0.0405996,""
20210122,S12000008,"",East Ayrshire,100957,"",Dose 1,"",578,"",0.572520974,"",8503,"",8.422397654,""
20210122,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",27,"",0.026744059,""
20210122,S12000010,"",East Lothian,87390,"",Dose 1,"",568,"",0.64995995,"",7767,"",8.887744593,""
20210122,S12000010,"",East Lothian,87390,"",Dose 2,"",32,"",0.036617462,"",388,"",0.443986726,""
20210122,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",314,"",0.413130715,"",6863,"",9.029669101,""
20210122,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",4,"",0.005262812,"",78,"",0.102624827,""
20210122,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",161,"",0.716638476,"",3472,"",15.45446452,""
20210122,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",21,"",0.093474584,"",24,"",0.106828096,""
20210122,S12000014,"",Falkirk,132778,"",Dose 1,"",474,"",0.35698685,"",10899,"",8.208438145,""
20210122,S12000014,"",Falkirk,132778,"",Dose 2,"",3,"",0.00225941,"",78,"",0.058744672,""
20210122,S12000017,"",Highland,196794,"",Dose 1,"",1855,"",0.942610039,"",21817,"",11.08621198,""
20210122,S12000017,"",Highland,196794,"",Dose 2,"",56,"",0.028456152,"",142,"",0.072156671,""
20210122,S12000018,"",Inverclyde,65197,"",Dose 1,"",119,"",0.182523736,"",6887,"",10.56336948,""
20210122,S12000018,"",Inverclyde,65197,"",Dose 2,"",7,"",0.01073669,"",113,"",0.173320858,""
20210122,S12000019,"",Midlothian,74507,"",Dose 1,"",341,"",0.457675118,"",7188,"",9.647415679,""
20210122,S12000019,"",Midlothian,74507,"",Dose 2,"",24,"",0.032211738,"",445,"",0.597259318,""
20210122,S12000020,"",Moray,79675,"",Dose 1,"",753,"",0.945089426,"",7441,"",9.339190461,""
20210122,S12000020,"",Moray,79675,"",Dose 2,"",1,"",0.001255099,"",10,"",0.012550988,""
20210122,S12000021,"",North Ayrshire,112272,"",Dose 1,"",582,"",0.518383925,"",8315,"",7.406120849,""
20210122,S12000021,"",North Ayrshire,112272,"",Dose 2,"",0,"",0,"",32,"",0.028502209,""
20210122,S12000023,"",Orkney Islands,18688,"",Dose 1,"",98,"",0.524400685,"",2196,"",11.75085616,""
20210122,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210122,S12000026,"",Scottish Borders,96487,"",Dose 1,"",353,"",0.365852395,"",9908,"",10.26874087,""
20210122,S12000026,"",Scottish Borders,96487,"",Dose 2,"",2,"",0.002072818,"",57,"",0.059075316,""
20210122,S12000027,"",Shetland Islands,18722,"",Dose 1,"",117,"",0.624933234,"",1940,"",10.3621408,""
20210122,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",4,"",0.021365239,""
20210122,S12000028,"",South Ayrshire,95002,"",Dose 1,"",401,"",0.422096377,"",8583,"",9.034546641,""
20210122,S12000028,"",South Ayrshire,95002,"",Dose 2,"",1,"",0.001052609,"",7,"",0.007368266,""
20210122,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",775,"",0.292584217,"",21542,"",8.13270865,""
20210122,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",12,"",0.004530336,"",151,"",0.057006731,""
20210122,S12000030,"",Stirling,78793,"",Dose 1,"",1003,"",1.272955719,"",7664,"",9.726752376,""
20210122,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",28,"",0.035536152,""
20210122,S12000033,"",Aberdeen City,193247,"",Dose 1,"",838,"",0.433641919,"",16085,"",8.323544479,""
20210122,S12000033,"",Aberdeen City,193247,"",Dose 2,"",36,"",0.018629008,"",232,"",0.12005361,""
20210122,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",1238,"",0.583428372,"",19204,"",9.050208771,""
20210122,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",51,"",0.02403461,"",346,"",0.163058333,""
20210122,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",465,"",0.637300587,"",7456,"",10.21873801,""
20210122,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",11,"",0.015075928,"",74,"",0.101419878,""
20210122,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",2483,"",0.556897522,"",29813,"",6.686583098,""
20210122,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",136,"",0.030502643,"",1455,"",0.326333425,""
20210122,S12000038,"",Renfrewshire,148833,"",Dose 1,"",427,"",0.286898739,"",13745,"",9.235183058,""
20210122,S12000038,"",Renfrewshire,148833,"",Dose 2,"",5,"",0.00335947,"",214,"",0.143785316,""
20210122,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",259,"",0.353424396,"",6934,"",9.461948883,""
20210122,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",3,"",0.004093719,"",303,"",0.413465606,""
20210122,S12000040,"",West Lothian,147606,"",Dose 1,"",488,"",0.330609867,"",9432,"",6.389984147,""
20210122,S12000040,"",West Lothian,147606,"",Dose 2,"",23,"",0.015582022,"",408,"",0.276411528,""
20210122,S12000041,"",Angus,97055,"",Dose 1,"",917,"",0.944825099,"",9925,"",10.22616042,""
20210122,S12000041,"",Angus,97055,"",Dose 2,"",6,"",0.006182062,"",23,"",0.023697903,""
20210122,S12000042,"",Dundee City,125276,"",Dose 1,"",985,"",0.786263929,"",13193,"",10.53114723,""
20210122,S12000042,"",Dundee City,125276,"",Dose 2,"",3,"",0.002394712,"",27,"",0.021552412,""
20210122,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",268,"",0.30030703,"",8167,"",9.151520584,""
20210122,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",6,"",0.006723292,"",157,"",0.175926133,""
20210122,S12000047,"",Fife,308998,"",Dose 1,"",1326,"",0.429128991,"",25349,"",8.203612968,""
20210122,S12000047,"",Fife,308998,"",Dose 2,"",13,"",0.004207147,"",119,"",0.038511576,""
20210122,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",560,"",0.439115809,"",12784,"",10.02438661,""
20210122,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",4,"",0.003136541,"",50,"",0.039206769,""
20210122,S12000049,"",Glasgow City,532454,"",Dose 1,"",2375,"",0.446047922,"",37821,"",7.103148817,""
20210122,S12000049,"",Glasgow City,532454,"",Dose 2,"",65,"",0.012207627,"",538,"",0.101041592,""
20210122,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1164,"",0.417902303,"",20784,"",7.461925654,""
20210122,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",7,"",0.002513158,"",153,"",0.054930457,""
20210123,"",:,Unknown,"",z,Dose 1,"",58,"","",z,956,"","",z
20210123,"",:,Unknown,"",z,Dose 2,"",1,"","",z,10,"","",z
20210123,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",719,"",1.688031178,"",4781,"",11.22458562,""
20210123,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",4,"",0.009390994,""
20210123,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",303,"",0.24120939,"",14980,"",11.92513752,""
20210123,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",15,"",0.011941059,"",66,"",0.052540659,""
20210123,S12000008,"",East Ayrshire,100957,"",Dose 1,"",657,"",0.650772111,"",9160,"",9.073169765,""
20210123,S12000008,"",East Ayrshire,100957,"",Dose 2,"",1,"",0.000991,"",28,"",0.02773458,""
20210123,S12000010,"",East Lothian,87390,"",Dose 1,"",921,"",1.053896327,"",8688,"",9.94164092,""
20210123,S12000010,"",East Lothian,87390,"",Dose 2,"",22,"",0.025174505,"",410,"",0.469161231,""
20210123,S12000011,"",East Renfrewshire,76005,"",Dose 1,"",1032,"",1.357805408,"",7895,"",10.38747451,""
20210123,S12000011,"",East Renfrewshire,76005,"",Dose 2,"",10,"",0.013157029,"",88,"",0.115781856,""
20210123,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 1,"",136,"",0.605359209,"",3608,"",16.05982373,""
20210123,S12000013,"",Na h-Eileanan Siar,22466,"",Dose 2,"",0,"",0,"",24,"",0.106828096,""
20210123,S12000014,"",Falkirk,132778,"",Dose 1,"",371,"",0.279413758,"",11270,"",8.487851903,""
20210123,S12000014,"",Falkirk,132778,"",Dose 2,"",2,"",0.001506274,"",80,"",0.060250945,""
20210123,S12000017,"",Highland,196794,"",Dose 1,"",963,"",0.489344187,"",22780,"",11.57555617,""
20210123,S12000017,"",Highland,196794,"",Dose 2,"",0,"",0,"",142,"",0.072156671,""
20210123,S12000018,"",Inverclyde,65197,"",Dose 1,"",391,"",0.599720846,"",7278,"",11.16309033,""
20210123,S12000018,"",Inverclyde,65197,"",Dose 2,"",5,"",0.007669065,"",118,"",0.180989923,""
20210123,S12000019,"",Midlothian,74507,"",Dose 1,"",237,"",0.318090918,"",7425,"",9.965506597,""
20210123,S12000019,"",Midlothian,74507,"",Dose 2,"",3,"",0.004026467,"",448,"",0.601285785,""
20210123,S12000020,"",Moray,79675,"",Dose 1,"",376,"",0.471917163,"",7817,"",9.811107625,""
20210123,S12000020,"",Moray,79675,"",Dose 2,"",0,"",0,"",10,"",0.012550988,""
20210123,S12000021,"",North Ayrshire,112272,"",Dose 1,"",1892,"",1.685193102,"",10207,"",9.091313952,""
20210123,S12000021,"",North Ayrshire,112272,"",Dose 2,"",5,"",0.00445347,"",37,"",0.032955679,""
20210123,S12000023,"",Orkney Islands,18688,"",Dose 1,"",0,"",0,"",2196,"",11.75085616,""
20210123,S12000023,"",Orkney Islands,18688,"",Dose 2,"",0,"",0,"",8,"",0.042808219,""
20210123,S12000026,"",Scottish Borders,96487,"",Dose 1,"",375,"",0.388653394,"",10283,"",10.65739426,""
20210123,S12000026,"",Scottish Borders,96487,"",Dose 2,"",3,"",0.003109227,"",60,"",0.062184543,""
20210123,S12000027,"",Shetland Islands,18722,"",Dose 1,"",1,"",0.00534131,"",1941,"",10.36748211,""
20210123,S12000027,"",Shetland Islands,18722,"",Dose 2,"",0,"",0,"",4,"",0.021365239,""
20210123,S12000028,"",South Ayrshire,95002,"",Dose 1,"",865,"",0.910507147,"",9448,"",9.945053788,""
20210123,S12000028,"",South Ayrshire,95002,"",Dose 2,"",0,"",0,"",7,"",0.007368266,""
20210123,S12000029,"",South Lanarkshire,264881,"",Dose 1,"",1043,"",0.393761727,"",22585,"",8.526470377,""
20210123,S12000029,"",South Lanarkshire,264881,"",Dose 2,"",3,"",0.001132584,"",154,"",0.058139315,""
20210123,S12000030,"",Stirling,78793,"",Dose 1,"",491,"",0.623151803,"",8155,"",10.34990418,""
20210123,S12000030,"",Stirling,78793,"",Dose 2,"",0,"",0,"",28,"",0.035536152,""
20210123,S12000033,"",Aberdeen City,193247,"",Dose 1,"",894,"",0.462620377,"",16979,"",8.786164856,""
20210123,S12000033,"",Aberdeen City,193247,"",Dose 2,"",10,"",0.005174725,"",242,"",0.125228335,""
20210123,S12000034,"",Aberdeenshire,212194,"",Dose 1,"",1522,"",0.71726816,"",20726,"",9.767476931,""
20210123,S12000034,"",Aberdeenshire,212194,"",Dose 2,"",3,"",0.001413801,"",349,"",0.164472134,""
20210123,S12000035,"",Argyll and Bute,72964,"",Dose 1,"",1328,"",1.820075654,"",8784,"",12.03881366,""
20210123,S12000035,"",Argyll and Bute,72964,"",Dose 2,"",0,"",0,"",74,"",0.101419878,""
20210123,S12000036,"",City of Edinburgh,445863,"",Dose 1,"",1641,"",0.368050276,"",31454,"",7.054633374,""
20210123,S12000036,"",City of Edinburgh,445863,"",Dose 2,"",11,"",0.002467126,"",1466,"",0.328800551,""
20210123,S12000038,"",Renfrewshire,148833,"",Dose 1,"",1099,"",0.738411508,"",14844,"",9.973594566,""
20210123,S12000038,"",Renfrewshire,148833,"",Dose 2,"",11,"",0.007390834,"",225,"",0.15117615,""
20210123,S12000039,"",West Dunbartonshire,73283,"",Dose 1,"",174,"",0.237435694,"",7108,"",9.699384578,""
20210123,S12000039,"",West Dunbartonshire,73283,"",Dose 2,"",2,"",0.002729146,"",305,"",0.416194752,""
20210123,S12000040,"",West Lothian,147606,"",Dose 1,"",111,"",0.075200195,"",9543,"",6.465184342,""
20210123,S12000040,"",West Lothian,147606,"",Dose 2,"",0,"",0,"",408,"",0.276411528,""
20210123,S12000041,"",Angus,97055,"",Dose 1,"",953,"",0.981917469,"",10878,"",11.20807789,""
20210123,S12000041,"",Angus,97055,"",Dose 2,"",18,"",0.018546185,"",41,"",0.042244088,""
20210123,S12000042,"",Dundee City,125276,"",Dose 1,"",390,"",0.311312622,"",13583,"",10.84245985,""
20210123,S12000042,"",Dundee City,125276,"",Dose 2,"",45,"",0.035920687,"",72,"",0.057473099,""
20210123,S12000045,"",East Dunbartonshire,89242,"",Dose 1,"",470,"",0.526657852,"",8637,"",9.678178436,""
20210123,S12000045,"",East Dunbartonshire,89242,"",Dose 2,"",4,"",0.004482194,"",161,"",0.180408328,""
20210123,S12000047,"",Fife,308998,"",Dose 1,"",1331,"",0.430747125,"",26680,"",8.634360093,""
20210123,S12000047,"",Fife,308998,"",Dose 2,"",10,"",0.003236267,"",129,"",0.041747843,""
20210123,S12000048,"",Perth and Kinross,127529,"",Dose 1,"",947,"",0.742576198,"",13731,"",10.76696281,""
20210123,S12000048,"",Perth and Kinross,127529,"",Dose 2,"",18,"",0.014114437,"",68,"",0.053321205,""
20210123,S12000049,"",Glasgow City,532454,"",Dose 1,"",3972,"",0.745979934,"",41793,"",7.849128751,""
20210123,S12000049,"",Glasgow City,532454,"",Dose 2,"",30,"",0.00563429,"",568,"",0.106675882,""
20210123,S12000050,"",North Lanarkshire,278534,"",Dose 1,"",1431,"",0.513761336,"",22215,"",7.97568699,""
20210123,S12000050,"",North Lanarkshire,278534,"",Dose 2,"",2,"",0.000718,"",155,"",0.055648503,""
20210124,"",:,Unknown,"",z,Dose 1,"",11,"","",z,967,"","",z
20210124,"",:,Unknown,"",z,Dose 2,"",0,"","",z,10,"","",z
20210124,S12000005,"",Clackmannanshire,42594,"",Dose 1,"",81,"",0.190167629,"",4862,"",11.41475325,""
20210124,S12000005,"",Clackmannanshire,42594,"",Dose 2,"",0,"",0,"",4,"",0.009390994,""
20210124,S12000006,"",Dumfries and Galloway,125617,"",Dose 1,"",362,"",0.288177556,"",15342,"",12.21331508,""
20210124,S12000006,"",Dumfries and Galloway,125617,"",Dose 2,"",29,"",0.023086047,"",95,"",0.075626707,""
20210124,S12000008,"",East Ayrshire,100957,"",Dose 1,"",340,"",0.336777044,"",9500,"",9.409946809,""
20210124,S12000008,"",East Ayrshire,100957,"",Dose 2,"",0,"",0,"",28,"",0.02773458,""
